idHabilidadeusuario;idUsuario;descNomeHabilidade;descNivelHabilidade;dtCriacao
2467;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;ETL;01. Aprendiz;2025-03-01 12:39:03
2468;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Gestão / Liderança;03. Profissional;2025-03-01 12:39:03
2469;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-03-01 12:39:03
2470;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Inteligência Emocional;03. Profissional;2025-03-01 12:39:03
2471;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Machine Learning - Agrupamento;02. Iniciante;2025-03-01 12:39:03
2472;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Machine Learning - Associação;01. Aprendiz;2025-03-01 12:39:03
2473;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Machine Learning - Classificação;01. Aprendiz;2025-03-01 12:39:03
2474;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Machine Learning - Regressão;01. Aprendiz;2025-03-01 12:39:03
2475;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Negociação;03. Profissional;2025-03-01 12:39:03
2476;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Orquestrador de Pipelines;01. Aprendiz;2025-03-01 12:39:03
2477;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Python / R / Julia;01. Aprendiz;2025-03-01 12:39:03
2478;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Simplificação;01. Aprendiz;2025-03-01 12:39:03
2479;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;SQL;01. Aprendiz;2025-03-01 12:39:03
2480;4de9fd38-e7cc-4c55-92a7-2320fd6d24c9;Teste de hipótese e Teste A/B;01. Aprendiz;2025-03-01 12:39:03
2481;0b3993ad-7d65-423c-9f9c-e7a68204b720;Apresentação / Storytelling;02. Iniciante;2025-03-01 13:29:28
2482;0b3993ad-7d65-423c-9f9c-e7a68204b720;Cloud;01. Aprendiz;2025-03-01 13:29:28
2483;0b3993ad-7d65-423c-9f9c-e7a68204b720;Comunicação;03. Profissional;2025-03-01 13:29:28
2484;0b3993ad-7d65-423c-9f9c-e7a68204b720;Data Visualization;03. Profissional;2025-03-01 13:29:28
2485;0b3993ad-7d65-423c-9f9c-e7a68204b720;Docker;00. Não esperada;2025-03-01 13:29:28
2486;0b3993ad-7d65-423c-9f9c-e7a68204b720;Estatística descritiva;01. Aprendiz;2025-03-01 13:29:28
2487;0b3993ad-7d65-423c-9f9c-e7a68204b720;ETL;02. Iniciante;2025-03-01 13:29:28
2488;0b3993ad-7d65-423c-9f9c-e7a68204b720;Gestão / Liderança;00. Não esperada;2025-03-01 13:29:28
2489;0b3993ad-7d65-423c-9f9c-e7a68204b720;Git / GitHub / GitLab / BitBucket;01. Aprendiz;2025-03-01 13:29:28
2490;0b3993ad-7d65-423c-9f9c-e7a68204b720;Inteligência Emocional;03. Profissional;2025-03-01 13:29:28
2491;0b3993ad-7d65-423c-9f9c-e7a68204b720;Machine Learning - Agrupamento;01. Aprendiz;2025-03-01 13:29:28
2492;0b3993ad-7d65-423c-9f9c-e7a68204b720;Machine Learning - Associação;01. Aprendiz;2025-03-01 13:29:28
2493;0b3993ad-7d65-423c-9f9c-e7a68204b720;Machine Learning - Classificação;01. Aprendiz;2025-03-01 13:29:28
2494;0b3993ad-7d65-423c-9f9c-e7a68204b720;Machine Learning - Regressão;01. Aprendiz;2025-03-01 13:29:28
2495;0b3993ad-7d65-423c-9f9c-e7a68204b720;Negociação;01. Aprendiz;2025-03-01 13:29:28
2496;0b3993ad-7d65-423c-9f9c-e7a68204b720;Orquestrador de Pipelines;00. Não esperada;2025-03-01 13:29:28
2497;0b3993ad-7d65-423c-9f9c-e7a68204b720;Python / R / Julia;02. Iniciante;2025-03-01 13:29:28
2498;0b3993ad-7d65-423c-9f9c-e7a68204b720;Simplificação;03. Profissional;2025-03-01 13:29:28
2499;0b3993ad-7d65-423c-9f9c-e7a68204b720;SQL;02. Iniciante;2025-03-01 13:29:28
2500;0b3993ad-7d65-423c-9f9c-e7a68204b720;Teste de hipótese e Teste A/B;00. Não esperada;2025-03-01 13:29:28
2501;4eba195d-03ec-4cb0-857d-c133fc29321c;Apresentação / Storytelling;00. Não esperada;2025-03-01 13:32:35
2502;4eba195d-03ec-4cb0-857d-c133fc29321c;Comunicação;01. Aprendiz;2025-03-01 13:32:35
2503;4eba195d-03ec-4cb0-857d-c133fc29321c;Data Visualization;00. Não esperada;2025-03-01 13:32:35
2504;4eba195d-03ec-4cb0-857d-c133fc29321c;Estatística descritiva;01. Aprendiz;2025-03-01 13:32:35
2505;4eba195d-03ec-4cb0-857d-c133fc29321c;ETL;01. Aprendiz;2025-03-01 13:32:35
2506;4eba195d-03ec-4cb0-857d-c133fc29321c;Gestão / Liderança;00. Não esperada;2025-03-01 13:32:35
2507;4eba195d-03ec-4cb0-857d-c133fc29321c;Git / GitHub / GitLab / BitBucket;01. Aprendiz;2025-03-01 13:32:35
2508;4eba195d-03ec-4cb0-857d-c133fc29321c;Inteligência Emocional;01. Aprendiz;2025-03-01 13:32:35
2509;4eba195d-03ec-4cb0-857d-c133fc29321c;Machine Learning - Agrupamento;00. Não esperada;2025-03-01 13:32:35
2510;4eba195d-03ec-4cb0-857d-c133fc29321c;Machine Learning - Associação;00. Não esperada;2025-03-01 13:32:35
2511;4eba195d-03ec-4cb0-857d-c133fc29321c;Machine Learning - Classificação;00. Não esperada;2025-03-01 13:32:35
2512;4eba195d-03ec-4cb0-857d-c133fc29321c;Machine Learning - Regressão;00. Não esperada;2025-03-01 13:32:35
2513;4eba195d-03ec-4cb0-857d-c133fc29321c;Negociação;01. Aprendiz;2025-03-01 13:32:35
2514;4eba195d-03ec-4cb0-857d-c133fc29321c;Python / R / Julia;02. Iniciante;2025-03-01 13:32:35
2515;4eba195d-03ec-4cb0-857d-c133fc29321c;Simplificação;00. Não esperada;2025-03-01 13:32:35
2516;4eba195d-03ec-4cb0-857d-c133fc29321c;SQL;01. Aprendiz;2025-03-01 13:32:35
2517;4eba195d-03ec-4cb0-857d-c133fc29321c;Teste de hipótese e Teste A/B;00. Não esperada;2025-03-01 13:32:35
2518;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Apresentação / Storytelling;02. Iniciante;2025-03-01 14:04:02
2519;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Comunicação;01. Aprendiz;2025-03-01 14:04:02
2520;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Data Visualization;03. Profissional;2025-03-01 14:04:02
2521;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Estatística descritiva;01. Aprendiz;2025-03-01 14:04:02
2522;43a8c9f3-7f79-4ad3-bf57-07fff754e761;ETL;02. Iniciante;2025-03-01 14:04:02
2523;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Gestão / Liderança;00. Não esperada;2025-03-01 14:04:02
2524;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-03-01 14:04:02
2525;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Inteligência Emocional;00. Não esperada;2025-03-01 14:04:02
2526;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Machine Learning - Agrupamento;00. Não esperada;2025-03-01 14:04:02
2527;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Machine Learning - Associação;00. Não esperada;2025-03-01 14:04:02
2528;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Machine Learning - Classificação;00. Não esperada;2025-03-01 14:04:02
2529;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Machine Learning - Regressão;00. Não esperada;2025-03-01 14:04:02
2530;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Negociação;00. Não esperada;2025-03-01 14:04:02
2531;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Python / R / Julia;01. Aprendiz;2025-03-01 14:04:02
2532;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Simplificação;00. Não esperada;2025-03-01 14:04:02
2533;43a8c9f3-7f79-4ad3-bf57-07fff754e761;SQL;03. Profissional;2025-03-01 14:04:02
2534;43a8c9f3-7f79-4ad3-bf57-07fff754e761;Teste de hipótese e Teste A/B;01. Aprendiz;2025-03-01 14:04:02
2535;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Apache Spark;01. Aprendiz;2025-03-01 14:26:45
2536;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Cloud;01. Aprendiz;2025-03-01 14:26:45
2537;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Comunicação;03. Profissional;2025-03-01 14:26:45
2538;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Docker;01. Aprendiz;2025-03-01 14:26:45
2539;53166aef-b3a5-4348-b21d-7e9f3c8ab827;ETL;02. Iniciante;2025-03-01 14:26:45
2540;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Gestão / Liderança;02. Iniciante;2025-03-01 14:26:45
2541;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-03-01 14:26:45
2542;53166aef-b3a5-4348-b21d-7e9f3c8ab827;IaC;01. Aprendiz;2025-03-01 14:26:45
2543;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Kubernetes;00. Não esperada;2025-03-01 14:26:45
2544;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Machine Learning - Classificação;00. Não esperada;2025-03-01 14:26:45
2545;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Machine Learning - Regressão;00. Não esperada;2025-03-01 14:26:45
2546;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Mensageria;00. Não esperada;2025-03-01 14:26:45
2547;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Modelagem de dados;00. Não esperada;2025-03-01 14:26:45
2548;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Negociação;01. Aprendiz;2025-03-01 14:26:45
2549;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Orquestrador de Pipelines;01. Aprendiz;2025-03-01 14:26:45
2550;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Python / R / Julia;01. Aprendiz;2025-03-01 14:26:45
2551;53166aef-b3a5-4348-b21d-7e9f3c8ab827;Simplificação;01. Aprendiz;2025-03-01 14:26:45
2552;53166aef-b3a5-4348-b21d-7e9f3c8ab827;SQL;01. Aprendiz;2025-03-01 14:26:45
2553;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Apresentação / Storytelling;01. Aprendiz;2025-03-01 14:49:07
2554;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Comunicação;01. Aprendiz;2025-03-01 14:49:07
2555;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Data Visualization;02. Iniciante;2025-03-01 14:49:07
2556;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Estatística descritiva;02. Iniciante;2025-03-01 14:49:07
2557;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;ETL;02. Iniciante;2025-03-01 14:49:07
2558;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Gestão / Liderança;00. Não esperada;2025-03-01 14:49:07
2559;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-03-01 14:49:07
2560;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Inteligência Emocional;02. Iniciante;2025-03-01 14:49:07
2561;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Machine Learning - Agrupamento;00. Não esperada;2025-03-01 14:49:07
2562;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Machine Learning - Associação;00. Não esperada;2025-03-01 14:49:07
2563;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Machine Learning - Classificação;00. Não esperada;2025-03-01 14:49:07
2564;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Machine Learning - Regressão;00. Não esperada;2025-03-01 14:49:07
2565;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Negociação;00. Não esperada;2025-03-01 14:49:07
2566;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Python / R / Julia;02. Iniciante;2025-03-01 14:49:07
2567;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Simplificação;00. Não esperada;2025-03-01 14:49:07
2568;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;SQL;00. Não esperada;2025-03-01 14:49:07
2569;b08e42a1-9c86-48a7-aeb5-6c6601ca67cb;Teste de hipótese e Teste A/B;00. Não esperada;2025-03-01 14:49:07
2570;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Apache Spark;01. Aprendiz;2025-03-01 15:07:23
2571;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Cloud;02. Iniciante;2025-03-01 15:07:23
2572;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Comunicação;04. Expert;2025-03-01 15:07:23
2573;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Docker;01. Aprendiz;2025-03-01 15:07:23
2574;e915653f-1fe3-40b4-9450-dbcc62ff9a81;ETL;01. Aprendiz;2025-03-01 15:07:23
2575;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Gestão / Liderança;03. Profissional;2025-03-01 15:07:23
2576;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-03-01 15:07:23
2577;e915653f-1fe3-40b4-9450-dbcc62ff9a81;IaC;01. Aprendiz;2025-03-01 15:07:23
2578;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Kubernetes;01. Aprendiz;2025-03-01 15:07:23
2579;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Machine Learning - Classificação;00. Não esperada;2025-03-01 15:07:23
2580;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Machine Learning - Regressão;00. Não esperada;2025-03-01 15:07:23
2581;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Mensageria;00. Não esperada;2025-03-01 15:07:23
2582;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Modelagem de dados;00. Não esperada;2025-03-01 15:07:23
2583;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Negociação;04. Expert;2025-03-01 15:07:23
2584;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Orquestrador de Pipelines;00. Não esperada;2025-03-01 15:07:23
2585;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Python / R / Julia;01. Aprendiz;2025-03-01 15:07:23
2586;e915653f-1fe3-40b4-9450-dbcc62ff9a81;Simplificação;03. Profissional;2025-03-01 15:07:23
2587;e915653f-1fe3-40b4-9450-dbcc62ff9a81;SQL;01. Aprendiz;2025-03-01 15:07:23
2588;90904314-c494-4e74-9acb-b8a1cee44cad;Apache Spark;02. Iniciante;2025-03-01 15:11:59
2589;90904314-c494-4e74-9acb-b8a1cee44cad;Cloud;02. Iniciante;2025-03-01 15:11:59
2590;90904314-c494-4e74-9acb-b8a1cee44cad;Comunicação;03. Profissional;2025-03-01 15:11:59
2591;90904314-c494-4e74-9acb-b8a1cee44cad;Docker;03. Profissional;2025-03-01 15:11:59
2592;90904314-c494-4e74-9acb-b8a1cee44cad;ETL;03. Profissional;2025-03-01 15:11:59
2593;90904314-c494-4e74-9acb-b8a1cee44cad;Gestão / Liderança;00. Não esperada;2025-03-01 15:11:59
2594;90904314-c494-4e74-9acb-b8a1cee44cad;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-03-01 15:11:59
2595;90904314-c494-4e74-9acb-b8a1cee44cad;IaC;01. Aprendiz;2025-03-01 15:11:59
2596;90904314-c494-4e74-9acb-b8a1cee44cad;Kubernetes;00. Não esperada;2025-03-01 15:11:59
2597;90904314-c494-4e74-9acb-b8a1cee44cad;Machine Learning - Classificação;01. Aprendiz;2025-03-01 15:11:59
2598;90904314-c494-4e74-9acb-b8a1cee44cad;Machine Learning - Regressão;01. Aprendiz;2025-03-01 15:11:59
2599;90904314-c494-4e74-9acb-b8a1cee44cad;Mensageria;01. Aprendiz;2025-03-01 15:11:59
2600;90904314-c494-4e74-9acb-b8a1cee44cad;Modelagem de dados;02. Iniciante;2025-03-01 15:11:59
2601;90904314-c494-4e74-9acb-b8a1cee44cad;Negociação;02. Iniciante;2025-03-01 15:11:59
2602;90904314-c494-4e74-9acb-b8a1cee44cad;Orquestrador de Pipelines;03. Profissional;2025-03-01 15:11:59
2603;90904314-c494-4e74-9acb-b8a1cee44cad;Python / R / Julia;04. Expert;2025-03-01 15:11:59
2604;90904314-c494-4e74-9acb-b8a1cee44cad;Simplificação;02. Iniciante;2025-03-01 15:11:59
2605;90904314-c494-4e74-9acb-b8a1cee44cad;SQL;04. Expert;2025-03-01 15:11:59
2606;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Apache Spark;00. Não esperada;2025-03-01 17:12:48
2607;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Cloud;00. Não esperada;2025-03-01 17:12:48
2608;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Comunicação;01. Aprendiz;2025-03-01 17:12:48
2609;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Docker;00. Não esperada;2025-03-01 17:12:48
2610;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;ETL;02. Iniciante;2025-03-01 17:12:48
2611;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Gestão / Liderança;00. Não esperada;2025-03-01 17:12:48
2612;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-03-01 17:12:48
2613;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;IaC;00. Não esperada;2025-03-01 17:12:48
2614;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Kubernetes;00. Não esperada;2025-03-01 17:12:48
2615;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Machine Learning - Classificação;00. Não esperada;2025-03-01 17:12:48
2616;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Machine Learning - Regressão;00. Não esperada;2025-03-01 17:12:48
2617;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Mensageria;00. Não esperada;2025-03-01 17:12:48
2618;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Modelagem de dados;03. Profissional;2025-03-01 17:12:48
2619;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Negociação;00. Não esperada;2025-03-01 17:12:48
2620;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Orquestrador de Pipelines;00. Não esperada;2025-03-01 17:12:48
2621;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Python / R / Julia;02. Iniciante;2025-03-01 17:12:48
2622;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;Simplificação;00. Não esperada;2025-03-01 17:12:48
2623;b26debab-e25e-41c8-bf19-c42e7dc0b6e4;SQL;03. Profissional;2025-03-01 17:12:48
2624;4b9af715-63c1-4ce2-bbee-03388a811791;Apache Spark;01. Aprendiz;2025-03-01 17:47:36
2625;4b9af715-63c1-4ce2-bbee-03388a811791;Cloud;03. Profissional;2025-03-01 17:47:36
2626;4b9af715-63c1-4ce2-bbee-03388a811791;Comunicação;03. Profissional;2025-03-01 17:47:36
2627;4b9af715-63c1-4ce2-bbee-03388a811791;Docker;01. Aprendiz;2025-03-01 17:47:36
2628;4b9af715-63c1-4ce2-bbee-03388a811791;ETL;03. Profissional;2025-03-01 17:47:36
2629;4b9af715-63c1-4ce2-bbee-03388a811791;Gestão / Liderança;02. Iniciante;2025-03-01 17:47:36
2630;4b9af715-63c1-4ce2-bbee-03388a811791;Git / GitHub / GitLab / BitBucket;03. Profissional;2025-03-01 17:47:36
2631;4b9af715-63c1-4ce2-bbee-03388a811791;IaC;01. Aprendiz;2025-03-01 17:47:36
2632;4b9af715-63c1-4ce2-bbee-03388a811791;Kubernetes;01. Aprendiz;2025-03-01 17:47:36
2633;4b9af715-63c1-4ce2-bbee-03388a811791;Machine Learning - Classificação;01. Aprendiz;2025-03-01 17:47:36
2634;4b9af715-63c1-4ce2-bbee-03388a811791;Machine Learning - Regressão;01. Aprendiz;2025-03-01 17:47:36
2635;4b9af715-63c1-4ce2-bbee-03388a811791;Mensageria;01. Aprendiz;2025-03-01 17:47:36
2636;4b9af715-63c1-4ce2-bbee-03388a811791;Modelagem de dados;02. Iniciante;2025-03-01 17:47:36
2637;4b9af715-63c1-4ce2-bbee-03388a811791;Negociação;02. Iniciante;2025-03-01 17:47:36
2638;4b9af715-63c1-4ce2-bbee-03388a811791;Orquestrador de Pipelines;02. Iniciante;2025-03-01 17:47:36
2639;4b9af715-63c1-4ce2-bbee-03388a811791;Python / R / Julia;02. Iniciante;2025-03-01 17:47:36
2640;4b9af715-63c1-4ce2-bbee-03388a811791;Simplificação;02. Iniciante;2025-03-01 17:47:36
2641;4b9af715-63c1-4ce2-bbee-03388a811791;SQL;03. Profissional;2025-03-01 17:47:36
2642;b0a65370-31b7-47fe-bbec-2a399182cb1d;Apresentação / Storytelling;02. Iniciante;2025-03-01 18:11:36
2643;b0a65370-31b7-47fe-bbec-2a399182cb1d;Cloud;00. Não esperada;2025-03-01 18:11:36
2644;b0a65370-31b7-47fe-bbec-2a399182cb1d;Comunicação;02. Iniciante;2025-03-01 18:11:36
2645;b0a65370-31b7-47fe-bbec-2a399182cb1d;Data Visualization;02. Iniciante;2025-03-01 18:11:36
2646;b0a65370-31b7-47fe-bbec-2a399182cb1d;Docker;00. Não esperada;2025-03-01 18:11:36
2647;b0a65370-31b7-47fe-bbec-2a399182cb1d;Estatística descritiva;02. Iniciante;2025-03-01 18:11:36
2648;b0a65370-31b7-47fe-bbec-2a399182cb1d;ETL;01. Aprendiz;2025-03-01 18:11:36
2649;b0a65370-31b7-47fe-bbec-2a399182cb1d;Gestão / Liderança;01. Aprendiz;2025-03-01 18:11:36
2650;b0a65370-31b7-47fe-bbec-2a399182cb1d;Git / GitHub / GitLab / BitBucket;00. Não esperada;2025-03-01 18:11:36
2651;b0a65370-31b7-47fe-bbec-2a399182cb1d;Inteligência Emocional;02. Iniciante;2025-03-01 18:11:36
2652;b0a65370-31b7-47fe-bbec-2a399182cb1d;Machine Learning - Agrupamento;00. Não esperada;2025-03-01 18:11:36
2653;b0a65370-31b7-47fe-bbec-2a399182cb1d;Machine Learning - Associação;00. Não esperada;2025-03-01 18:11:36
2654;b0a65370-31b7-47fe-bbec-2a399182cb1d;Machine Learning - Classificação;00. Não esperada;2025-03-01 18:11:36
2655;b0a65370-31b7-47fe-bbec-2a399182cb1d;Machine Learning - Regressão;01. Aprendiz;2025-03-01 18:11:36
2656;b0a65370-31b7-47fe-bbec-2a399182cb1d;Negociação;01. Aprendiz;2025-03-01 18:11:36
2657;b0a65370-31b7-47fe-bbec-2a399182cb1d;Orquestrador de Pipelines;00. Não esperada;2025-03-01 18:11:36
2658;b0a65370-31b7-47fe-bbec-2a399182cb1d;Python / R / Julia;02. Iniciante;2025-03-01 18:11:36
2659;b0a65370-31b7-47fe-bbec-2a399182cb1d;Simplificação;01. Aprendiz;2025-03-01 18:11:36
2660;b0a65370-31b7-47fe-bbec-2a399182cb1d;SQL;02. Iniciante;2025-03-01 18:11:36
2661;b0a65370-31b7-47fe-bbec-2a399182cb1d;Teste de hipótese e Teste A/B;01. Aprendiz;2025-03-01 18:11:36
2662;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Apresentação / Storytelling;01. Aprendiz;2025-03-01 18:46:03
2663;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Comunicação;01. Aprendiz;2025-03-01 18:46:03
2664;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Data Visualization;01. Aprendiz;2025-03-01 18:46:03
2665;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Estatística descritiva;01. Aprendiz;2025-03-01 18:46:03
2666;43c8c41e-1f8e-4dfe-9d28-0075102429f0;ETL;01. Aprendiz;2025-03-01 18:46:03
2667;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Gestão / Liderança;01. Aprendiz;2025-03-01 18:46:03
2668;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Git / GitHub / GitLab / BitBucket;01. Aprendiz;2025-03-01 18:46:03
2669;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Inteligência Emocional;01. Aprendiz;2025-03-01 18:46:03
2670;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Machine Learning - Agrupamento;00. Não esperada;2025-03-01 18:46:03
2671;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Machine Learning - Associação;00. Não esperada;2025-03-01 18:46:03
2672;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Machine Learning - Classificação;;2025-03-01 18:46:03
2673;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Machine Learning - Regressão;00. Não esperada;2025-03-01 18:46:03
2674;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Negociação;01. Aprendiz;2025-03-01 18:46:03
2675;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Python / R / Julia;01. Aprendiz;2025-03-01 18:46:03
2676;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Simplificação;01. Aprendiz;2025-03-01 18:46:03
2677;43c8c41e-1f8e-4dfe-9d28-0075102429f0;SQL;01. Aprendiz;2025-03-01 18:46:03
2678;43c8c41e-1f8e-4dfe-9d28-0075102429f0;Teste de hipótese e Teste A/B;01. Aprendiz;2025-03-01 18:46:03
2679;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Apache Spark;01. Aprendiz;2025-03-01 19:18:24
2680;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Cloud;01. Aprendiz;2025-03-01 19:18:24
2681;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Comunicação;02. Iniciante;2025-03-01 19:18:24
2682;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Docker;01. Aprendiz;2025-03-01 19:18:24
2683;a0423f82-e68e-4e63-b92f-9cfe091ba03e;ETL;02. Iniciante;2025-03-01 19:18:24
2684;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Gestão / Liderança;00. Não esperada;2025-03-01 19:18:24
2685;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Git / GitHub / GitLab / BitBucket;02. Iniciante;2025-03-01 19:18:24
2686;a0423f82-e68e-4e63-b92f-9cfe091ba03e;IaC;01. Aprendiz;2025-03-01 19:18:24
2687;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Kubernetes;01. Aprendiz;2025-03-01 19:18:24
2688;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Machine Learning - Classificação;01. Aprendiz;2025-03-01 19:18:24
2689;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Machine Learning - Regressão;01. Aprendiz;2025-03-01 19:18:24
2690;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Mensageria;01. Aprendiz;2025-03-01 19:18:24
2691;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Modelagem de dados;03. Profissional;2025-03-01 19:18:24
2692;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Negociação;03. Profissional;2025-03-01 19:18:24
2693;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Orquestrador de Pipelines;01. Aprendiz;2025-03-01 19:18:24
2694;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Python / R / Julia;02. Iniciante;2025-03-01 19:18:24
2695;a0423f82-e68e-4e63-b92f-9cfe091ba03e;Simplificação;03. Profissional;2025-03-01 19:18:24
2696;a0423f82-e68e-4e63-b92f-9cfe091ba03e;SQL;03. Profissional;2025-03-01 19:18:24
